,city,mean,S_diff,num_bootstraps,CI
466,Vereeniging,78.86625595390889,143.34164741450604,891,89.1
467,Lille,39.61704398184932,90.3722315800625,978,97.8
468,Sivas,66.61785867080638,157.49385682911807,905,90.5
469,Colombo,63.92305626520309,199.45003300370362,914,91.4
470,Kyiv,31.82118226600985,85.55244492252281,787,78.7
471,Wellington,26.775072518169015,30.59042075138432,514,51.4
472,Rayong,59.46724980849703,150.35333533494685,851,85.1
473,Hạ Long,30.87647583634938,187.58487868511875,999,99.9
474,Gdańsk,38.28352393651337,75.00990963368605,876,87.6
475,Ashgabat,53.977979788084696,54.03311973539352,924,92.4
476,Abu Dhabi,102.96338344327775,312.72197187622635,999,99.9
477,Kraków,60.38124919358234,109.56168870988118,596,59.6
478,Xiamen,62.79219619445565,111.51543126027974,916,91.6
479,Bordeaux,34.03120132632786,61.87955404424406,655,65.5
480,Bangkok,74.86177789118555,179.13188549955797,863,86.3
481,Bhopal,94.37321658612676,246.07864562748452,943,94.3
482,Hobart,13.189014426896795,25.50029153271644,580,58.0
483,Gwangju,65.44463888447481,114.7740895969066,802,80.2
484,Ivano-Frankivsk,40.29797245177032,94.29903164882506,718,71.8
485,Macau,61.489626073469246,140.75565724906664,752,75.2
486,Karachi,95.73382602670118,182.9258749810707,973,97.3
487,Changchun,93.27921372750349,233.6436050740139,735,73.5
488,Incheon,69.48943592867398,121.28959826479306,834,83.4
489,Vitória,15.943326591836051,3.2776546330940093,156,15.6
490,Toronto,25.70162171439981,27.72413630122208,848,84.8
491,Darwin,29.02349916746011,118.13309257341936,978,97.8
492,Reading,27.513472676488597,86.39228574036403,968,96.8
493,Košice,55.327158372618605,92.26027773363703,559,55.9
494,Budapest,41.96421084477259,106.50265608510875,870,87.0
495,Lucknow,143.8608239245614,327.3728490888667,916,91.6
496,Maastricht,38.21648610550863,70.86855174009649,762,76.2
497,Winnipeg,17.49853552571192,36.55826763443999,934,93.4
498,Zhuzhou,101.99576881992067,186.2547119408217,858,85.8
499,Newcastle,32.60148636356229,86.83983972321712,982,98.2
500,Swansea,34.7723746521369,63.213450002444645,943,94.3
501,Anyang,127.49168658942712,196.17143633850395,449,44.9
502,Christchurch,28.755067511588646,60.33546670700453,878,87.8
503,İzmir,49.32301075268818,6.230967741935501,365,36.5
504,San José,34.87732341814656,27.947479587524057,927,92.7
505,Chelyabinsk,45.73603641445688,52.94629619546194,905,90.5
506,Shillong,82.17015986423661,263.2585657853456,999,99.9
507,Konya,77.46543069028546,62.47864314786824,936,93.6
508,Patna,138.08350998973216,391.84781220586945,894,89.4
509,Edmonton,22.472323720495297,51.98310577075868,962,96.2
510,Jacksonville,33.470812388544594,21.836713080671615,630,63.0
511,Coventry,29.074124748227916,78.97338547545027,970,97.0
512,Petaẖ Tiqwa,55.62271070833483,66.36074147140064,844,84.4
513,Yangon,54.72810092742767,321.35603853048383,999,99.9
514,Mexico City,60.36261749929714,99.88829499199358,870,87.0
515,Canberra,74.67567978925042,439.1325113892411,783,78.3
516,Kunming,69.4669923320716,121.47895978233862,790,79.0
517,Chongqing,96.95710674660899,177.7783245629048,792,79.2
518,Paris,43.34138712835182,63.49437004180468,925,92.5
519,Plymouth,36.22707739979709,42.760922392401824,612,61.2
520,Providence,25.021567665741742,31.55075266779932,755,75.5
521,Monterrey,29.814973012643566,296.8149754528352,999,99.9
522,Pohang,58.615454069166525,74.65926604448578,563,56.3
523,Toluca,74.93548743618264,102.76293531274054,904,90.4
524,Chillán,56.11116738208646,95.00181291178234,527,52.7
525,Madison,31.759945548981975,39.561065408451334,578,57.8
526,Toyama,34.80117501419295,47.63996690801473,677,67.7
527,Hamburg,38.75687206209314,57.036931297289996,305,30.5
528,Haarlem,38.145986705483374,57.86167529788217,610,61.0
529,Edinburgh,20.331067019588986,47.61371252110263,954,95.4
530,Houston,36.22532075899011,34.29123045413371,757,75.7
531,San Diego,41.99044184549023,60.11959106425235,929,92.9
532,Zürich,2.021988038534201,2.2993435590487894,246,24.6
533,Perth,30.888501677996956,41.71857186349688,935,93.5
534,Khorramshahr,88.45984289463111,83.48930059608853,794,79.4
535,Eskişehir,54.76905174502504,119.67618456606212,967,96.7
536,Bogotá,52.36641184717521,100.86181586921282,800,80.0
537,Puerto Montt,74.11456058386678,191.00816439307832,742,74.2
538,Albuquerque,23.443563522282933,60.457972974991876,996,99.6
539,Phoenix,28.119462881698706,63.646503373032914,882,88.2
540,Conakry,50.56867430284769,77.33222593938319,854,85.4
541,Kryvyi Rih,34.249315960566555,90.12124023430236,894,89.4
542,Limoges,25.5,8.5,0,0.0
543,Hartford,29.051705505438814,33.360640052846584,341,34.1
544,Shiraz,53.94484503405865,377.6139152384105,997,99.7
545,Boise,26.977322830889293,84.07423498127753,945,94.5
546,Newport,30.7080812556619,65.75618602136956,834,83.4
